masterid,stationcode,latitude,longitude
403M07278,403M07278,34.53541,-118.46355
403M07279,403M07279,34.48567,-118.33395
403M07280,403M07280,34.41791,-118.57902
403M07281,403M07281,34.79684,-118.87851
403M07282,403M07282,34.41238,-118.14952
403M07283,403M07283,34.43554,-118.62255999999999
403M07284,403M07284,34.52391,-118.50366
403M07285,403M07285,34.44841,-118.42635
403M07286,403M07286,34.60375,-118.53924
403M07287,403M07287,34.46866,-118.65925
403M07288,403M07288,34.3608,-118.63596
403M07289,403M07289,34.56136,-118.71032
403M07290,403M07290,34.41246,-118.46225
403M07291,403M07291,34.45567,-118.68599
403M07292,403M07292,34.59313,-118.60314
403M07293,403M07293,34.48134,-118.59095
403M07294,403M07294,34.47203,-118.17178
403M07295,403M07295,34.41795,-118.60839
403M07296,403M07296,34.47837,-118.50941
403M07297,403M07297,34.61541,-118.77857
403M07298,403M07298,34.51987,-118.40623
403M07299,403M07299,34.48871,-118.4168
403M07300,403M07300,34.37706,-118.51983
403M07301,403M07301,34.69413,-118.79303
403M07302,403M07302,34.44281,-118.47722
403M07303,403M07303,34.44317,-118.69776
403M07304,403M07304,34.48142,-118.20875
403M07305,403M07305,34.41879,-118.63303
403M07306,403M07306,34.37036,-118.5636
403M07307,403M07307,34.55639,-118.6775
403M07308,403M07308,34.51677,-118.36492
403M07309,403M07309,34.48707,-118.40378
403M07310,403M07310,34.67874,-118.60678
403M07311,403M07311,34.47341,-118.6447
403M07312,403M07312,34.38862,-118.54657
403M07313,403M07313,34.73191,-118.80009
403M07314,403M07314,34.48068,-118.52599
403M07315,403M07315,34.41053,-118.66926
403M07316,403M07316,34.51123,-118.65333
403M07317,403M07317,34.3847,-118.23547
403M07318,403M07318,34.45234,-118.11755
403M07319,403M07319,34.41859,-118.63682
403M07320,403M07320,34.58288,-118.34035
403M07321,403M07321,34.46315,-118.41367
403M07322,403M07322,34.59919,-118.35012
403M07323,403M07323,34.47642,-118.21519
403M07324,403M07324,34.594,-118.44678
403M07325,403M07325,34.4962,-118.62141
403M07326,403M07326,34.44435,-118.55966
403M07327,403M07327,34.75105,-118.80206
403M07328,403M07328,34.56074,-118.58796
403M07329,403M07329,34.44787,-118.33328
403M07330,403M07330,34.38264,-118.13279
403M07331,403M07331,34.4339,-118.64658
403M07332,403M07332,34.4063,-118.54038
403M07333,403M07333,34.63864,-118.75986
403M07334,403M07334,34.42296,-118.50981
403M07335,403M07335,34.64034,-118.75869
403M07336,403M07336,34.65987,-118.45897
403M07337,403M07337,34.47555,-118.61182
403M07338,403M07338,34.43267,-118.44238
403M07339,403M07339,34.46593,-118.71971
403M07340,403M07340,34.40715,-118.60331
403M07341,403M07341,34.72075,-118.75689
403M07342,403M07342,34.58322,-118.53733
403M07343,403M07343,34.41641,-118.40618
403M07344,403M07344,34.44771,-118.62662
403M07345,403M07345,34.68916,-118.63955
403PRCAFF,403PRCAFF,34.6308,-118.7484
403PRCAGH,403PRCAGH,34.69449,-118.92051
403PRCSFD,403PRCSFD,34.4603,-118.752
403R4S101,403R4S101,34.65591,-118.44257
403R4S102,403R4S102,34.62772,-119.29633
403R4S103,403R4S103,34.29639,-119.13475
403R4S104,403R4S104,34.63344,-119.00346
403R4S105,403R4S105,34.47779,-118.50916
403R4S106,403R4S106,34.40903,-118.72567
403R4S107,403R4S107,34.39078,-119.08313
403R4S108,403R4S108,34.713,-118.70389
403R4S109,403R4S109,34.38655,-118.16968
403R4S110,403R4S110,34.49825,-118.69217
403R4S111,403R4S111,34.73711,-119.06846
403R4S112,403R4S112,34.67097,-118.89391
403R4S113,403R4S113,34.3701,-118.47524
403R4S114,403R4S114,34.52664,-118.92384
403R4S115,403R4S115,34.61149,-119.11619
403R4S116,403R4S116,34.62595,-118.6114
403R4S117,403R4S117,34.58739,-118.45116
403R4S118,403R4S118,34.37361,-118.79097
403R4S119,403R4S119,34.35546,-119.19878
403R4S120,403R4S120,34.68129,-119.05155
403R4S121,403R4S121,34.50747,-118.36639
403R4S122,403R4S122,34.47176,-118.83437
403R4S123,403R4S123,34.5313,-119.15774
403R4S124,403R4S124,34.54875,-118.89048
403R4S125,403R4S125,34.43544,-118.30278
403R4S126,403R4S126,34.39929,-118.58576
403R4S127,403R4S127,34.77314,-118.95912
403R4S128,403R4S128,34.77132,-118.89991
403R4S129,403R4S129,34.42474,-118.10727
403R4S130,403R4S130,34.49715,-118.92954
403R4S131,403R4S131,34.57745,-119.1543
403R4S132,403R4S132,34.64344,-118.65831
403R4S133,403R4S133,34.56235,-118.51474
403R4S134,403R4S134,34.43122,-118.87195
403R4S135,403R4S135,34.35569,-119.1191
403R4S136,403R4S136,34.61397,-119.0109
403R4S137,403R4S137,34.44605,-118.4892
403R4S138,403R4S138,34.45859,-118.64607
403R4S139,403R4S139,34.41331,-119.15428
403R4S140,403R4S140,34.55595,-118.73992
403R4S141,403R4S141,34.4632,-118.30595
403R4S142,403R4S142,34.34844,-118.59126
403R4S143,403R4S143,34.6296,-119.22094
403R4S144,403R4S144,34.79913,-118.8176
403R4S145,403R4S145,34.63648,-119.39953
403R4S146,403R4S146,34.46626,-118.94668
403R4S147,403R4S147,34.65171,-119.11803
403R4S148,403R4S148,34.59348,-118.62158
403R4S149,403R4S149,34.57493,-118.3231
403R4S150,403R4S150,34.44099,-118.75361
403R4S151,403R4S151,34.35663,-119.03931
403R4S152,403R4S152,34.58491,-118.95311
403R4S153,403R4S153,34.39892,-118.39329
403R4S154,403R4S154,34.48848,-118.56423
403R4S155,403R4S155,34.77209,-119.12939
403R4S156,403R4S156,34.67014,-118.71495
403R4S157,403R4S157,34.50708,-118.19867
403R4S158,403R4S158,34.42614,-119.03932
403R4S159,403R4S159,34.58497,-119.20669
403R4S160,403R4S160,34.79545,-118.8046
403R4S161,403R4S161,34.5992,-119.3666
403R4S162,403R4S162,34.49855,-119.08697
403R4S163,403R4S163,34.69759,-118.99378
403R4S164,403R4S164,34.55924,-118.60662
403R4S165,403R4S165,34.35951,-118.82588
403R4S166,403R4S166,34.66348,-119.05033
403R4S167,403R4S167,34.53532,-118.88309
403R4S168,403R4S168,34.61175,-118.81473
403R4S169,403R4S169,34.40887,-118.19961
403R4S170,403R4S170,34.74766,-119.03854
403R4S171,403R4S171,34.4957,-118.98919
403R4S172,403R4S172,34.66292,-118.70545
403R4S173,403R4S173,34.52113,-118.79094
403R4S174,403R4S174,34.57345,-119.06669
403R4S175,403R4S175,34.48048,-118.36577
403R4S176,403R4S176,34.53436,-119.22402
403R4S177,403R4S177,34.32364,-118.55716
403R4S178,403R4S178,34.73234,-118.85319
403R4S179,403R4S179,34.41858,-118.0928
403R4S180,403R4S180,34.436279999999996,-118.99495
403R4S181,403R4S181,34.69238,-119.11116
403R4S182,403R4S182,34.6953,-118.63507
403R4S183,403R4S183,34.57861,-118.37028
403R4S184,403R4S184,34.35011,-119.17831
403R4S185,403R4S185,34.48222,-118.59887
403R4S186,403R4S186,34.55084,-118.79462
403R4S187,403R4S187,34.48759,-118.24836
403R4S188,403R4S188,34.38381,-118.65934
403R4S189,403R4S189,34.56542,-119.28204
403R4S190,403R4S190,34.74544,-118.79668
403R4S191,403R4S191,34.5887,-119.29207
403R4S192,403R4S192,34.63616,-119.17448
403R4S193,403R4S193,34.41722,-118.78927
403R4S194,403R4S194,34.57989,-118.93691
403R4S195,403R4S195,34.47155,-118.66017
403R4S196,403R4S196,34.64946,-118.80532
403R4S197,403R4S197,34.46647,-118.16044
403R4S198,403R4S198,34.59694,-119.19299
403R4S199,403R4S199,34.52393,-119.03663
403R4S200,403R4S200,34.61117,-118.56104
403R4S201,403R4S201,34.67199,-118.5224
403R4S202,403R4S202,34.29765,-119.17573
403R4S203,403R4S203,34.47523,-118.4662
403R4S204,403R4S204,34.54345,-118.84879
403R4S205,403R4S205,34.51804,-119.13623
403R4S206,403R4S206,34.55475,-118.83399
403R4S207,403R4S207,34.41815,-118.54567
403R4S208,403R4S208,34.7465,-118.84569
403R4S209,403R4S209,34.37042,-118.4312
403R4S210,403R4S210,34.59962,-119.15084
403R4S211,403R4S211,34.57232,-118.46287
403R4S212,403R4S212,34.5296,-118.75085
403R4S213,403R4S213,34.3578,-119.17034
403R4S214,403R4S214,34.56421,-119.01274
403R4S215,403R4S215,34.40868,-118.70374
403R4S216,403R4S216,34.61028,-118.77807
403R4S217,403R4S217,34.44534,-118.28496
403R4S218,403R4S218,34.7583,-118.90126
403R4S219,403R4S219,34.39145,-118.96436
403R4S220,403R4S220,34.58176,-118.62982
403R4S221,403R4S221,34.44805,-118.8457
403R4S222,403R4S222,34.59193,-118.92175
403R4S223,403R4S223,34.44824,-118.38919
403R4S224,403R4S224,34.80494,-119.13033
403R4S225,403R4S225,34.39739,-119.07745
403R4S226,403R4S226,34.70707,-118.80103
403R4S227,403R4S227,34.48207,-119.00463
403R4S228,403R4S228,34.60584,-118.70404
403R4S229,403R4S229,34.51221,-118.50709
403R4S230,403R4S230,34.34922,-119.04399
403R4S231,403R4S231,34.43182,-118.24378
403R4S232,403R4S232,34.5129,-118.70069
403R4S233,403R4S233,34.77783,-119.15705
403R4S234,403R4S234,34.65169,-118.8779
403R4S235,403R4S235,34.44765,-119.06243
403R4S236,403R4S236,34.63125,-118.56766
403R4S237,403R4S237,34.60655,-119.38716
403R4S238,403R4S238,34.67099,-119.00604
403R4S239,403R4S239,34.40278,-118.2915
403R4S240,403R4S240,34.72094,-119.02353
403R4S241,403R4S241,34.44627,-118.46249
403R4S242,403R4S242,34.4584,-119.11205
403R4S243,403R4S243,34.59473,-118.42832
403R4S244,403R4S244,34.34819,-118.95908
403R4S245,403R4S245,34.5796,-119.33122
403R4S246,403R4S246,34.6806,-118.91859
403R4S247,403R4S247,34.46392,-118.20257
403R4S248,403R4S248,34.56277,-119.13224
403R4S249,403R4S249,34.29769,-119.20901
403S00064,403BA0064,34.64435,-118.51371
403S00064,403S00064,34.64435,-118.51372
403S00064,SMC00064,34.64435,-118.51371
403S00271,403S00271,34.5485,-119.16547
403S00271,SMC00271,34.5485,-119.16547
403S00640,403S00640,34.60115,-118.558
403S00640,SMC00640,34.60114,-118.55797
403S00772,403S00772,34.40976,-118.9322
403S00772,SMC00772,34.40976,-118.93221
403S00831,403S00831,34.43048,-118.8318
403S00831,SMC00831,34.43047,-118.8318
403S00875,403S00875,34.55668,-119.30629
403S00875,SMC00875,34.55667,-119.30628
403S00960,403BA0960,34.59078,-118.4617
403S00960,403S00960,34.59079,-118.4617
403S00960,SMC00960,34.59078,-118.4617
403S01136,403S01136,34.62762,-118.74403
403S01136,SMC01136,34.62762,-118.74403
403S01163,403S01163,34.69943,-118.86529
403S01163,SMC01163,34.69942,-118.86528
403S01195,403S01195,34.55903,-119.2678
403S01195,SMC01195,34.55902,-119.26784
403S01272,403S01272,34.40303,-118.6905
403S01272,SMC01272,34.40303,-118.6905
403S01536,403S01536,34.56909,-118.39212
403S01536,SMC01536,34.56909,-118.39212
403S01707,403S01707,34.59835,-119.34799
403S01707,SMC01707,34.59835,-119.34799
403S01728,403S01728,34.5749,-118.46002
403S01728,SMC01728,34.5749,-118.46002
403S01784,403S01784,34.40228,-118.7471
403S01784,SMC01784,34.40227,-118.74714
403S01883,403S01883,34.71629,-119.0189
403S01883,SMC01883,34.71629,-119.0189
403S02139,403S02139,34.67160221,-119.0171968
403S02139,SMC02139,34.6714,-119.01717
403S02363,403S02363,34.55885,-119.15456
403S02363,SMC02363,34.55885,-119.15456
403S02764,403S02764,34.44778,-118.7549
403S02764,SMC02764,34.44778,-118.7549
403S03320,403S03320,34.39996,-118.72346
403S03320,SMC03320,34.39996,-118.72346
403S03643,403S03643,34.56213,-119.12891
403S03643,SMC03643,34.56212,-119.1289
403S03832,403S03832,34.40211,-118.78471
403S03832,SMC03832,34.4021,-118.7847
403S04868,403S04868,34.40491,-118.93943
403S04868,SMC04868,34.40491,-118.93943
403S05247,403S05247,34.36931,-118.98739
403S05247,SMC05247,34.36931,-118.98739
403S05291,403S05291,34.56397,-119.26305
403S05291,SMC05291,34.56396,-119.26304
403S06139,403S06139,34.55464,-119.2405
403S06139,SMC06139,34.55464,-119.2405
403S06283,403S06283,34.69386,-118.86079
403S06283,SMC06283,34.69386,-118.86079
403S06315,403S06315,34.59223,-119.31033
403S06315,SMC06315,34.59223,-119.31033
403S06660,403S06660,34.42963,-118.92373
403S06660,SMC06660,34.42963,-118.92373
403S06904,403S06904,34.41964,-118.78769
403S07024,403S07024,34.6092,-118.75771
403S07024,SMC07024,34.6092,-118.75771
403S07227,403S07227,34.56208,-119.16664
403S07227,SMC07227,34.56208,-119.16663
403S11084,403S11084,34.42487,-118.56081
403S11084,SMC11084,34.42487,-118.56081
403S14156,403S14156,34.42523,-118.582
403S14156,SMC14156,34.42523,-118.582
403S15608,403S15608,34.4019,-118.70052
403S15608,SMC15608,34.4019,-118.70052
403S16332,403S16332,34.5317,-118.75812
403S16332,SMC16332,34.5317,-118.75812
403S16493,403S16493,34.6867,-118.84546
403S16493,SMC16493,34.6867,-118.84546
403S16978,403S16978,34.42319,-118.76771
403S16978,SMC16978,34.42319,-118.76771
403S18093,403S18093,34.69441,-118.85658
403S18093,SMC18093,34.69441,-118.85658
403S34646,403S34646,34.42556,-118.56616
403S34646,SMC34646,34.42556,-118.56616
403S39062,403S39062,34.4323,-118.61744
403S39062,SMC39062,34.4323,-118.61714
403SCFC1,403SCFC1,34.614889,-118.647694
403SCFC1,SCFC1,34.614889,-118.647694
403SCPR1,403SCPR1,34.6912,-118.85097
403SCPR1,SCPR1,34.6912,-118.85097
403SCSARB,403SCSARB,34.42327,-118.53961
403SCSARB,SA-RB,34.42327778,-118.5396111
403SCSC2,403SCSC2,34.37509,-118.96082
403SCSC2,SCSC2,34.37509,-118.96082
403SCSF1,403SCSF1,34.528028,-118.530028
403SCSF1,SCSF1,34.528028,-118.530028
403SCSL1,403SCSL1,34.40196,-119.08028
403SCSL1,SCSL1,34.40196,-119.08028
403SCSP2,403SCSP2,34.44469,-118.92741
403SCSP2,SCSP2,34.44469,-118.92741
403SCSS1,403SCSS1,34.44954,-119.13375
403SCSS1,SCSS1,34.44954,-119.13375
403SCVARD,403SCVARD,34.4328,-118.59466
403SCVARE,403SCVARE,34.41855556,-118.5946667
403SED076,403SED076,34.56182,-119.16611
403SPCNWS,403SPCNWS,34.5778,-119.2579
403SPCNWS,SCSP1,34.5778,-119.2579
403STC004,403STC004,34.41472,-118.65583
403STC008,403STC008,34.38667,-118.90528
403STC009,403STC009,34.53833,-118.75889
403STC010,403STC010,34.53306,-119.15833
403STC016,403STC016,34.23556,-119.24083
403STC017,403STC017,34.68889,-118.9025
403STC019,403STC019,34.42556,-118.57917
403STC021,403STC021,34.64667,-119.06944
403STC022,403STC022,34.555,-119.20472
403STC024,403STC024,34.45056,-119.05583
403STC025,403STC025,34.66528,-119.05111
403STC026,403STC026,34.55889,-119.26861
403STC027,403STC027,34.54639,-118.43389
403STC028,403STC028,34.43722,-119.08583
403STC029,403STC029,34.61528,-118.55833
403STC030,403STC030,34.57,-119.15556
403STC064,403STC064,34.55806,-119.10361
403STC065,403STC065,34.63056,-118.53611
403STC066,403STC066,34.585,-119.16472
403STC069,403STC069,34.68111,-119.02111
403STC070,403STC070,34.56667,-119.26278
403STC071,403STC071,34.68278,-118.84361
403STC076,403STC076,34.42472,-118.76278
403STC082,403STC082,34.33583,-119.06833
403STC083,403STC083,34.62833,-118.74528
403STC085,403STC085,34.6425,-119.0775
403STC086,403STC086,34.55667,-119.20611
403STC090,403STC090,34.37889,-119.0625
403STC093,403STC093,34.70806,-118.97333
403STCBQT,403STCBQT,34.42782,-118.54022
403STCCTC,403STCCTC,34.49688,-118.6123
403STCEST,403STCEST,34.23557,-119.21674
403STCNRB,403STCNRB,34.40138,-118.70012
403STCPRU,403STCPRU,34.40894,-118.78483
403STCSFO,403STCSFO,34.52722,-118.52727
403STCSSP,403STCSSP,34.39414,-118.94096
403STCSTP,403STCSTP,34.39583,-119.07567
403WE0501,403WE0501,34.54172,-118.77286
403WE0534,403WE0534,34.61359,-118.77983
403WE0534,WCAP99-05,34.61359,-118.77983
403WE0535,403WE0535,34.43957,-118.75907
403WE0540,403WE0540,34.65136,-119.11845
403WE0558,403WE0558,34.49347,-118.45703
403WE0560,403WE0560,34.55841,-119.14079
403WE0682,403WE0682,34.57066,-118.38974
403WE0683,403WE0683,34.43952,-119.07616
403WE0746,403WE0746,34.39548,-119.07511
403WE0746,WCAP99-07,34.39548,-119.07511
403WE0795,403WE0795,34.6408,-119.08094
403WE0809,403WE0809,34.5515,-119.20811
403WE0891,403WE0891,34.65926,-119.14255
403WE0905,403WE0905,34.55734,-119.24876
403WE0905,WCAP99-09,34.55734,-119.24876
403WE1021,403WE1021,34.63193,-118.52977
403WE1027,403WE1027,34.72654,-119.02842
404ARRSEQ,404ARRSEQ,34.08506,-118.91206
404ARSAMH,404ARSAMH,34.088813,-118.911825
404BA0084,404BA0084,34.09079,-118.94926
404BA0084,SMC00084,34.09079,-118.94926
404BA0104,404BA0104,34.09419,-118.73235
404BA0104,SMC00104,34.09419,-118.73235
404BA0142,404BA0142,34.05144,-118.77622
404BA0142,SMC00142,34.05144,-118.77622
404BA0376,404BA0376,34.11648,-118.66164
404BA0376,SMC00376,34.11648,-118.66164
404BA0526,404BA0526,34.04298,-118.87219
404BA0526,SMC00526,34.04298,-118.87219
404BA0616,404BA0616,34.17453,-118.69879
404BA0616,SMC00616,34.17453,-118.69879
404BA0808,404BA0808,34.11411,-118.77906
404BA0808,404S00808,34.11411,-118.77907
404BA0808,SMC00808,34.11411,-118.77906
404BA0852,404BA0852,34.07877,-118.82037
404BA0852,SMC00852,34.07877,-118.82037
404BA0964,404BA0964,34.06133,-118.9649
404BA0964,SMC00964,34.06133,-118.9649
404BA1144,404BA1144,34.06064,-118.63755
404BA1144,SMC01144,34.06064,-118.63755
404BA1166,404BA1166,34.03761,-118.75038
404BA1166,SMC01166,34.03761,-118.75038
404BDMAMC,404BDMAMC,34.095559,-118.755019
404BFM002,404BFM002,33.97062,-118.43227
404BFM004,404BFM004,33.97045,-118.43023
404BFM006,404BFM006,33.96873,-118.42889
404CE0316,404CE0316,33.99722,-118.4025
404CRX000,404CRX000,34.10439888,-118.9026421
404ESCAH1,404ESCAH1,34.03437871,-118.7704107
404LCCAH1,404LCCAH1,34.04184462,-118.8942058
404LCCALV,404LCCALV,34.10520752,-118.7126873
404LVCALC,404LVCALC,34.12573,-118.70748
404LVCALC,SMC22464,34.12675,-118.70684
404M04501,404M04501,34.19049,-118.68272
404M04504,404M04504,34.14099,-118.8794
404M04505,404M04505,34.17383,-118.72983
404M04507,404M04507,34.13071,-118.91849
404M04508,404M04508,34.16377,-118.81658
404M04512,404M04512,34.20118,-118.77801
404M04514,404M04514,34.13492,-118.85245
404M04515,404M04515,34.14517,-118.90028
404M04516,404M04516,34.17584,-118.80941
404M04517,404M04517,34.17649,-118.70612
404M04520,404M04520,34.12971,-118.86838
404M04521,404M04521,34.19826,-118.75052
404M04523,404M04523,34.14632,-118.92092
404M04524,404M04524,34.14887,-118.82867
404M04526,404M04526,34.14777,-118.90837
404M04527,404M04527,34.12537,-118.92731
404M04528,404M04528,34.19947,-118.79178
404M04530,404M04530,34.14552,-118.84027
404M04531,404M04531,34.14647,-118.90444
404M04532,404M04532,34.1744,-118.78748
404M04533,404M04533,34.18084,-118.69165
404M04535,404M04535,34.093,-118.92364
404M04536,404M04536,34.11671,-118.90021
404M04537,404M04537,34.19572,-118.70883
404M04539,404M04539,34.14744,-118.91709
404M04540,404M04540,34.1473,-118.84422000000001
404M04542,404M04542,34.1481,-118.91416
404M04543,404M04543,34.14414,-118.89403
404M04544,404M04544,34.18013,-118.80285
404M04546,404M04546,34.14564,-118.85317
404M04547,404M04547,34.14737,-118.90688
404M04548,404M04548,34.18273,-118.76988
404M04549,404M04549,34.18104,-118.72653
404M04552,404M04552,34.10386,-118.91107
404M04553,404M04553,34.21661,-118.74462
404M04555,404M04555,34.11382,-118.94206
404M04556,404M04556,34.15985,-118.85103
404M04558,404M04558,34.14811,-118.91443
404M04559,404M04559,34.14447,-118.89695
404M04560,404M04560,34.18733,-118.79368
404M04562,404M04562,34.14221,-118.85769
404M04563,404M04563,34.14331,-118.88853
404M04564,404M04564,34.16864,-118.77627
404M04565,404M04565,34.18911,-118.69785
404M04568,404M04568,34.14099,-118.88142
404M04569,404M04569,34.20989,-118.74659
404M04572,404M04572,34.16673,-118.81463
404M04575,404M04575,34.12167,-118.93894
404M04576,404M04576,34.20309,-118.75891
404M04578,404M04578,34.13184,-118.85406
404M04579,404M04579,34.13351,-118.91342
404M04580,404M04580,34.17002,-118.8079
404M04581,404M04581,34.18793,-118.69732
404M04584,404M04584,34.13084,-118.88465
404M04585,404M04585,34.20823,-118.74303
404M04587,404M04587,34.14593,-118.92454
404M04588,404M04588,34.15271,-118.83158
404M04590,404M04590,34.14789,-118.91032
404M04591,404M04591,34.14349,-118.88951
404M04592,404M04592,34.19532,-118.80178
404M04594,404M04594,34.1462,-118.84208
404M04595,404M04595,34.14577,-118.90286
404M04596,404M04596,34.16285,-118.80692
404M04597,404M04597,34.17437,-118.69
404M04599,404M04599,34.09458,-118.92442
404M04600,404M04600,34.12372,-118.87563
404M04601,404M04601,34.19652,-118.73135
404M04603,404M04603,34.14711,-118.91877
404M04604,404M04604,34.14734,-118.84572
404M04606,404M04606,34.14807,-118.91354
404M04607,404M04607,34.14401,-118.89317
404M04608,404M04608,34.17958,-118.80801
404M04610,404M04610,34.14578,-118.85262
404M04611,404M04611,34.14236,-118.88347
404M04612,404M04612,34.18472,-118.7606
404M04613,404M04613,34.17826,-118.70792
404M04615,404M04615,34.14638,-118.92753
404M04616,404M04616,34.17175,-118.81236
404M04620,404M04620,34.19196,-118.77965
404M04622,404M04622,34.14801,-118.91581
404M04623,404M04623,34.1447,-118.89804
404M04624,404M04624,34.18241,-118.78924
404M04626,404M04626,34.13918,-118.84987
404M04627,404M04627,34.14274,-118.88558
404M04628,404M04628,34.17747,-118.76693
404M04629,404M04629,34.1747,-118.69874
404M04632,404M04632,34.14029,-118.87686
404M04633,404M04633,34.20333,-118.75063
404M04635,404M04635,34.14553,-118.92267
404M04636,404M04636,34.1503,-118.83042
404M04639,404M04639,34.10606,-118.93346
404M04640,404M04640,34.19106,-118.78684
404M04642,404M04642,34.14272,-118.84935
404M04643,404M04643,34.12889,-118.89095
404M04644,404M04644,34.17062,-118.78755
404M04645,404M04645,34.18001,-118.69548
404M04647,404M04647,34.10428,-118.93962
404M04648,404M04648,34.13334,-118.88088
404M04649,404M04649,34.19845,-118.73417
404M04651,404M04651,34.14626,-118.92517
404M04652,404M04652,34.15599,-118.84535
404M04654,404M04654,34.14779,-118.90991
404M04655,404M04655,34.14357,-118.89077
404M04656,404M04656,34.19036,-118.80234
404M04658,404M04658,34.14097,-118.85917
404M04659,404M04659,34.14682,-118.90502
404M04660,404M04660,34.16571,-118.80998
404M04661,404M04661,34.18584,-118.74541
404M04664,404M04664,34.11747,-118.88239
404M04665,404M04665,34.20091,-118.71147
404M04667,404M04667,34.14717,-118.91836
404M04668,404M04668,34.15346,-118.85657
404M04670,404M04670,34.15777,-118.86678
404M04671,404M04671,34.14396,-118.89241
404M04672,404M04672,34.1868,-118.7893
404M04674,404M04674,34.1462,-118.85088
404M04675,404M04675,34.14278,-118.88485
404M04676,404M04676,34.18413,-118.77095
404M04677,404M04677,34.17548,-118.72445
404M04679,404M04679,34.14585,-118.92881
404M04680,404M04680,34.16068,-118.81698
404M04684,404M04684,34.19229,-118.76753
404M04686,404M04686,34.14628,-118.82465
404M04687,404M04687,34.14492,-118.89907
404M04688,404M04688,34.17923,-118.78896
404M04691,404M04691,34.14147,-118.88238
404M04692,404M04692,34.17342,-118.76378
404M04693,404M04693,34.17096,-118.7027
404M04696,404M04696,34.14722,-118.86837
404M04697,404M04697,34.19095,-118.74578
404M04699,404M04699,34.14553,-118.92373
404M04700,404M04700,34.15662,-118.82701
404M04703,404M04703,34.10879,-118.92277
404M04704,404M04704,34.19855,-118.7891
404M04706,404M04706,34.14529,-118.83766
404M04707,404M04707,34.14587,-118.90321
404M04708,404M04708,34.17635,-118.78792
404M04709,404M04709,34.18783,-118.70129
404M04711,404M04711,34.0978,-118.93667
404M04712,404M04712,34.11741,-118.91023
404M04713,404M04713,34.20952,-118.72186
404M04715,404M04715,34.1464,-118.92617
404M04716,404M04716,34.14736,-118.84687
404M04718,404M04718,34.14797,-118.91147
404M04719,404M04719,34.14335,-118.88878
404M04720,404M04720,34.18632,-118.8083
404M04722,404M04722,34.14016,-118.85707
404M04723,404M04723,34.14699,-118.90574
404M04724,404M04724,34.1625,-118.80163
404M04725,404M04725,34.17616,-118.74458
404M04728,404M04728,34.10246,-118.90836
404M04729,404M04729,34.20737,-118.71864
404M04731,404M04731,34.14651,-118.92052
404M04732,404M04732,34.1578,-118.84683
404M04734,404M04734,34.15034,-118.91784
404M04735,404M04735,34.14421,-118.89522
404M04736,404M04736,34.18419,-118.79088
404M04738,404M04738,34.14251,-118.85962
404M04739,404M04739,34.14278,-118.88426
404M04740,404M04740,34.17951,-118.76164
404M04741,404M04741,34.16975,-118.73016
404M04743,404M04743,34.14554,-118.92974
404M04744,404M04744,34.15853,-118.81947
404M04747,404M04747,34.11888,-118.94601
404M04748,404M04748,34.19209,-118.75858
404M04750,404M04750,34.12799,-118.85608
404M04751,404M04751,34.14526,-118.90072
404M04752,404M04752,34.17459,-118.80577
404M04755,404M04755,34.14095,-118.87989
404M04756,404M04756,34.17134,-118.76288
404M04757,404M04757,34.18944,-118.68331
404M04760,404M04760,34.14097,-118.87965
404M04761,404M04761,34.21234,-118.7319
404M04763,404M04763,34.13018,-118.92212
404M04764,404M04764,34.16434,-118.81643
404M04767,404M04767,34.12012,-118.93986
404M04768,404M04768,34.20564,-118.76516
404M04770,404M04770,34.13345,-118.85257
404M04771,404M04771,34.1331,-118.90786
404M04772,404M04772,34.1751,-118.80953
404M04773,404M04773,34.17296,-118.70408
404M04776,404M04776,34.12699,-118.87406
404M04777,404M04777,34.19893,-118.75223
404M04779,404M04779,34.14619,-118.9212
404M04780,404M04780,34.14941,-118.83015
404M04782,404M04782,34.14775,-118.9087
404M04783,404M04783,34.12011,-118.91811
404M04784,404M04784,34.19824,-118.79946
404M04786,404M04786,34.1457,-118.84123
404M04787,404M04787,34.14654,-118.90451
404M04788,404M04788,34.16498,-118.79945
404M04789,404M04789,34.18239,-118.68786
404M04791,404M04791,34.09171,-118.92349
404M04792,404M04792,34.11516,-118.89288
404M04793,404M04793,34.19192,-118.70902
404M04795,404M04795,34.14734,-118.91731
404M04796,404M04796,34.14726,-118.84395
404M04798,404M04798,34.14807,-118.91366
404M04799,404M04799,34.14412,-118.89393
404M04800,404M04800,34.18213,-118.8015
404M04802,404M04802,34.14542,-118.854
404M04803,404M04803,34.14739,-118.90704
404M04804,404M04804,34.18861,-118.75999
404M04805,404M04805,34.18471,-118.72918
404M04808,404M04808,34.16853,-118.81311
404M04809,404M04809,34.21277,-118.73463
404M04812,404M04812,34.15926,-118.85007
404M04814,404M04814,34.14814,-118.91508
404M04815,404M04815,34.14456,-118.89734
404M04816,404M04816,34.18786,-118.79512
404M04818,404M04818,34.14532,-118.85636
404M04819,404M04819,34.14321,-118.88799
404M04820,404M04820,34.16834,-118.77579
404M04821,404M04821,34.19233,-118.70217
404M04824,404M04824,34.14104,-118.8816
404M04825,404M04825,34.20749,-118.75635
404M04827,404M04827,34.12752,-118.93086
404M04828,404M04828,34.15545,-118.81179
404M04831,404M04831,34.10855,-118.93787
404M04832,404M04832,34.20459,-118.76086
404M04834,404M04834,34.12645,-118.85722
