BiostimVar,BSPretty,Response,BIgoal,Stratum,BIgoal2,n.cal,n.val,PseudoR2,AccRate_Cal,AccRate_Val,n_withinCal,n_withinVal,AccRate_withinCal,AccRate_withinVal,Int,Int.p,Coef,Coef.p,p50,p50.l95,p50.u95,p80,p80.l95,p80.u95,p90,p90.l95,p90.u95,p95,p95.l95,p95.u95
Nitrogen_Total_mgPerL,Total N,ASCI_D,BCG3,Arid,BCG3,519,171,0.19685766766223867,0.74373795761079,0.7543859649122807,100,28,0.6966666666666667,0.7738095238095238,0.1747085356835217,0.2627385851305097,-3.1909895885105173,1.3568558251450587e-9,0.36336336336336333,0.2912912912912913,0.46846846846846846,0.13513513513513514,0.05105105105105105,0.2012012012012012,0.06606606606606606,-Inf,0.13813813813813813,0.03303303303303303,-Inf,0.10810810810810811
Nitrogen_Total_mgPerL,Total N,ASCI_D,BCG3,California,BCG3,794,271,0.14454588985197692,0.6738035264483627,0.6826568265682657,156,47,0.6661324786324786,0.6620567375886525,0.1408633624867983,0.19707087343822371,-3.0249939618991086,2.625599842545092e-11,0.3783783783783784,0.30930930930930933,0.48648648648648646,0.14114114114114115,0.08408408408408408,0.19519519519519518,0.06906906906906907,0,0.12312312312312312,0.03303303303303303,-Inf,0.09009009009009009
Nitrogen_Total_mgPerL,Total N,ASCI_D,BCG3,Wet,BCG3,275,100,0.0019611827395171755,0.5345454545454545,0.58,56,19,0.6413690476190477,0.5710526315789474,-0.0130744668318191,0.9450966036683471,-1.332119349667129,0.3946697347424261,0.8198198198198198,0.3033033033033033,Inf,0.3003003003003003,0.11411411411411411,Inf,0.14714714714714713,-Inf,Inf,0.07207207207207207,-Inf,Inf
Nitrogen_Total_mgPerL,Total N,ASCI_D,BCG4,Arid,BCG4,519,171,0.08237686720619042,0.8477842003853564,0.8538011695906432,100,28,0.8683333333333333,0.8571428571428571,2.154392760618682,7.068712829105099e-45,-0.22114698254407222,4.1517761178783197e-7,Inf,Inf,Inf,Inf,Inf,Inf,Inf,2.1171171171171173,Inf,1.8528528528528527,0.5975975975975976,Inf
Nitrogen_Total_mgPerL,Total N,ASCI_D,BCG4,California,BCG4,794,271,0.10894008150086198,0.8979848866498741,0.9040590405904059,156,47,0.9155982905982906,0.9118541033434651,2.6445620512943355,1.9889232792410413e-72,-0.29058148752288254,1.391382027742982e-10,Inf,Inf,Inf,Inf,Inf,Inf,Inf,2.4744744744744747,Inf,2.009009009009009,1.132132132132132,2.978978978978979
Nitrogen_Total_mgPerL,Total N,ASCI_D,BCG4,Wet,BCG4,275,100,9.610789328656777e-4,0.9963636363636363,0.99,56,19,1,0.9924812030075187,5.7398520105789395,1.3172303383378846e-4,-1.2798838957729133,0.905287703544797,Inf,0.3363363363363363,Inf,Inf,0.2702702702702703,Inf,2.78978978978979,0.22822822822822822,Inf,2.2312312312312312,0.1831831831831832,Inf
Nitrogen_Total_mgPerL,Total N,ASCI_D,Ref01,Arid,Ref01,519,171,0.14187193354562477,0.7418111753371869,0.7017543859649122,100,28,0.7841666666666667,0.6952380952380952,1.0501339404548378,4.4345393762854065e-19,-0.608472383878714,9.729272327854964e-11,2.5975975975975976,2.066066066066066,Inf,1.1081081081081081,0.7867867867867868,1.5195195195195195,0.5855855855855856,0.24024024024024024,0.9129129129129129,0.3033033033033033,-Inf,0.6216216216216216
Nitrogen_Total_mgPerL,Total N,ASCI_D,Ref01,California,Ref01,794,271,0.16134821025654433,0.7934508816120907,0.7564575645756457,156,47,0.8082264957264957,0.7619047619047619,1.501588040328772,5.8162580596662055e-49,-0.7971208489823682,3.36690527634743e-14,2.3453453453453452,1.9159159159159158,Inf,1.0810810810810811,0.8468468468468469,1.4024024024024024,0.5945945945945946,0.3783783783783784,0.8318318318318318,0.3183183183183183,0.07507507507507508,0.5345345345345345
Nitrogen_Total_mgPerL,Total N,ASCI_D,Ref01,Wet,Ref01,275,100,0.013219216441396009,0.9163636363636364,0.86,56,19,0.8779761904761905,0.8601503759398497,2.735231685812338,5.5131697591571434e-17,-3.2753053714203326,0.12300679125648681,0.8708708708708709,0.43843843843843844,Inf,0.4954954954954955,0.26426426426426425,Inf,0.3153153153153153,0.16816816816816815,Inf,0.1891891891891892,-Inf,Inf
Nitrogen_Total_mgPerL,Total N,ASCI_D,Ref10,Arid,Ref10,519,171,0.17340300081528226,0.7186897880539499,0.7134502923976608,100,28,0.698,0.6571428571428571,0.5431174713608823,2.8995513790091346e-5,-1.5341173313887337,6.585258925520288e-10,0.8558558558558559,0.6876876876876877,1.1381381381381381,0.3363363363363363,0.2042042042042042,0.46846846846846846,0.17117117117117117,0.006006006006006006,0.2972972972972973,0.08708708708708708,-Inf,0.21621621621621623
Nitrogen_Total_mgPerL,Total N,ASCI_D,Ref10,California,Ref10,794,271,0.16312999392117167,0.7216624685138538,0.7269372693726938,156,47,0.6974358974358974,0.6602836879432624,0.834800859899153,5.617109484927281e-17,-1.819351662481142,1.4862407434458597e-13,0.8018018018018018,0.6606606606606606,1.024024024024024,0.3303303303303303,0.24324324324324323,0.4264264264264264,0.17117117117117117,0.07507507507507508,0.2552552552552553,0.08708708708708708,-Inf,0.17417417417417416
Nitrogen_Total_mgPerL,Total N,ASCI_D,Ref10,Wet,Ref10,275,100,2.3958589660899587e-4,0.730909090909091,0.77,56,19,0.6755952380952381,0.7263157894736842,1.0435818203905953,6.783671822158825e-7,-0.4656417703698073,0.7803709509064171,Inf,0.4984984984984985,Inf,1.4444444444444444,0.24324324324324323,Inf,0.7627627627627628,0.13213213213213212,Inf,0.3933933933933934,-Inf,Inf
Nitrogen_Total_mgPerL,Total N,ASCI_D,Ref30,Arid,Ref30,519,171,0.20529398226180062,0.7475915221579962,0.7894736842105263,100,28,0.6901666666666667,0.8380952380952381,0.2570781519669961,0.10018848511696125,-3.3035071678448547,4.76215558366884e-10,0.36036036036036034,0.2912912912912913,0.45945945945945943,0.13513513513513514,0.05405405405405406,0.2012012012012012,0.06606606606606606,-Inf,0.13513513513513514,0.03303303303303303,-Inf,0.10510510510510511
Nitrogen_Total_mgPerL,Total N,ASCI_D,Ref30,California,Ref30,794,271,0.15660182611281304,0.6838790931989924,0.6900369003690037,156,47,0.6268162393162393,0.700354609929078,0.2709927670586249,0.013646875661829268,-3.227520698049672,2.8074386195625335e-12,0.36936936936936937,0.3063063063063063,0.46846846846846846,0.14114114114114115,0.08708708708708708,0.1891891891891892,0.06906906906906907,0.003003003003003003,0.12012012012012012,0.03303303303303303,-Inf,0.08708708708708708
Nitrogen_Total_mgPerL,Total N,ASCI_D,Ref30,Wet,Ref30,275,100,0.0030613050616056237,0.5490909090909091,0.49,56,19,0.4830357142857143,0.5078947368421053,0.16404313366592735,0.3881984952008718,-1.6627715567878432,0.2880707218891196,0.6936936936936937,0.29429429429429427,Inf,0.26126126126126126,0.11411411411411411,Inf,0.12912912912912913,-Inf,Inf,0.06306306306306306,-Inf,Inf
